Authors,Title,Year,Source title,DI,Abstract,Author Keywords,Publication Stage,Open Access,Source,EID,OpenAlex_KW
Avelino-Silva T.J.; Lee S.J.; Covinsky K.E.; Walter L.C.; Deardorff W.J.; Boscardin J.; Campora F.; Szlejf C.; Suemoto C.K.; Smith A.K.,External Validation of the Walter Index for Posthospitalization Mortality Prediction in Older Adults,2025,JAMA Network Open,10.1001/jamanetworkopen.2024.55475,"Importance: The Walter Index is a widely used prognostic tool for assessing 12-month mortality risk among hospitalized older adults. Developed in the US in 2001, its accuracy in contemporary non-US contexts is unclear. Objective: To evaluate the external validity of the Walter Index in predicting posthospitalization mortality risk in Brazilian older adult inpatients. Design, Setting, and Participants: This prognostic study used data from a cohort of adults aged 70 years or older admitted to the geriatric unit of a university hospital in Brazil from January 1, 2009, to February 28, 2020. Participants underwent comprehensive geriatric assessments at admission, were reevaluated at discharge, and were subsequently followed up for 48 months. Data were analyzed from March to July 2024. Main Outcomes and Measures: The Walter Index, a score based on 6 risk factors (male sex, dependent activities of daily living at discharge, heart failure, cancer, high creatinine level, and low albumin level), was calculated to assess its predictive accuracy for 12-month mortality as well as 6-, 24-, and 48-month mortality. The study investigated whether incorporating delirium, frailty, or C-reactive protein level enhanced accuracy. Performance was assessed using discrimination, calibration, and clinical utility measures. Results: In total, 2780 participants (mean [SD] age, 81 [7] years; 1795 [65%] female) were included, with 89 (3%) lost to follow-up. The 12-month posthospitalization mortality rate was 23% (646 participants). Mortality was 7% (47 of 634) in the lowest-risk group (0-1 point), 17% (111 of 668) for 2 to 3 points, 25% (198 of 803) for 4 to 6 points, and 43% (290 of 675) in the highest-risk group (≥7 points). The index demonstrated an area under the receiver operating characteristic curve (AUC) of 0.714 (95% CI, 0.691-0.736) for predicting 12-month posthospitalization mortality (AUCs were 0.75 and 0.80 in the original derivation and validation cohorts, respectively). Comparable results were observed for mortality at 6 months (AUC, 0.726; 95% CI, 0.700-0.752), 24 months (AUC, 0.711; 95% CI, 0.691-0.730), and 48 months (AUC, 0.719; 95% CI, 0.700-0.738). Adding delirium modestly increased the index's discrimination (AUC, 0.723; 95% CI, 0.702-0.749); additionally including frailty and C-reactive protein level did not improve discrimination further (AUC, 0.723; 95% CI, 0.701-0.744). Conclusions and Relevance: In this prognostic study of hospitalized older adults in Brazil, the Walter Index showed similar discrimination in predicting postdischarge mortality as it did 2 decades ago in the US. These findings highlight the need for continuous validation and potential modification of established prognostic tools to improve their applicability across settings.. © 2025 American Medical Association. All rights reserved.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85216539452,[WARNING:NoKeywords]
Feng Y.; Jun M.; Wang A.Y.; Ren S.; Weisbord S.D.; Bellomo R.; Ostermann M.; Arnott C.; Gallagher M.,Predicting Contrast-Associated Acute Kidney Injury,2025,JAMA Network Open,10.1001/jamanetworkopen.2025.0107,[No abstract available],,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-86000664595,[WARNING:NoKeywords]
Yajima S.; Hirose K.; Masuda H.,Enfortumab Vedotin with or Without Pembrolizumab in Metastatic Urothelial Carcinoma: A Systematic Review and Meta-Analysis,2025,JAMA Network Open,10.1001/jamanetworkopen.2025.0250,"Importance: Metastatic urothelial carcinoma (mUC) presents a therapeutic challenge with poor outcome. Enfortumab vedotin has emerged as a promising treatment, necessitating a comprehensive evaluation of its effectiveness and safety. Objective: To synthesize the available evidence on enfortumab vedotin, both as monotherapy and in combination with pembrolizumab, as an mUC treatment for the purpose of guiding clinical decision-making and future research. Data Sources: Cochrane Library, MEDLINE (via PubMed), Google Scholar, and Web of Science were searched from database inception to August 31, 2024. Major conference abstracts from 2019 to 2024 were also included. Search strategy used a combination of Medical Subject Heading terms and free-text keywords related to mUC and enfortumab vedotin. Study Selection: Randomized clinical trials and prospective studies investigating enfortumab vedotin in adult patients with mUC were included. Eleven studies met the inclusion criteria. Data Extraction and Synthesis: Two independent reviewers extracted data and assessed study quality using the Cochrane Risk of Bias tool 2 and Risk of Bias in Non-Randomized Studies of Interventions tool. The meta-analysis used a random effects model, while a network meta-analysis was performed using a frequentist approach. Main Outcomes and Measures: Primary outcomes were disease control rate (DCR), objective response rate (ORR), and 1-year survival rate. Results: The 11 included studies (3 randomized clinical trials [27.3%] and 8 nonrandomized prospective studies [72.7%]) involved 2128 patients. Of these patients, 563 (26.5%) received enfortumab vedotin plus pembrolizumab, 814 (38.3%) received enfortumab vedotin without pembrolizumab, and 751 (35.3%) received chemotherapy. Enfortumab vedotin plus pembrolizumab was associated with a pooled DCR of 86% (95% CI, 83%-89%), ORR of 68% (95% CI, 64%-71%), and a 1-year survival rate of 79% (95% CI, 75%-82%). Enfortumab vedotin monotherapy had a pooled DCR of 73% (95% CI, 70%-76%), ORR of 43% (95% CI, 40%-47%), and a 1-year survival rate of 52% (95% CI, 48%-56%). Network meta-analysis revealed that enfortumab vedotin plus pembrolizumab significantly outperformed chemotherapy in ORR (odds ratio [OR], 3.47; 95% CI, 1.49-8.09; P =.004) and 1-year survival (OR, 2.32; 95% CI, 1.75-3.06; P <.001). Conclusions and Relevance: In this systematic review and meta-analysis, enfortumab vedotin plus pembrolizumab showed high response rates in first-line settings, while enfortumab vedotin monotherapy was associated with clinical benefit in later lines of therapy. These findings underscore the importance of personalized treatment approaches, and future research is warranted to refine enfortumab vedotin-based therapies for mUC management.  © 2025 Yajima S et al.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105000198004,[WARNING:NoKeywords]
"Adams D.; Wixner J.; Polydefkis M.; Berk J.L.; Conceição I.M.; Dispenzieri A.; Peltier A.; Ueda M.; Bender S.; Capocelli K.; Jay P.Y.; Yureneva E.; Obici L.; Vita G.; Rizzo V.; Russo M.; Mazzeo A.; Gentile L.; Wiesman J.; Kaku M.; Lau V.; DeLong D.; Dalton J.; May J.; Attarian S.; Delmont E.; Pouget J.; Verschueren A.; Grapperon A.-M.; Campana-Salort E.; Neves C.; Santos M.O.; de Azevedo Coutinho C.; Falcao de Campos C.; Coelho T.; Reis A.H.; Correia N.; Perez J.M.; Martins da Silva A.; Alves C.; Cardoso M.; Valdrez K.; Monte J.R.; Nováis M.; Guimaraes N.; Cardoso I.; Freitas M.; Ramalho J.; Ferreira N.; Kuzume D.; Yamasaki M.; Morimoto Y.; Tard C.; Hachulla E.; Gauvain C.; Migaud-Chervy M.-C.; Deplanque D.; Jozefowicz E.; Lebellec L.; Théaudin-Saliou M.; Cauquil-Michon C.; Labeyrie C.; Not A.; Al-Salameh A.; Lecoq A.-L.; Stephant M.; Echaniz-Laguna A.; Becquemont L.; Beaudonne G.; Algalarrondo V.; Eliahou L.; Slama M.S.; Rousseau A.; Signate A.; Darche P.; Grimaud J.; Berthelot E.; Inamo J.; Planté-Bordeneuve V.; Gendre T.; Arrouasse R.; Ayache S.S.; Ernande L.; Le Corvoisier P.; Salhi H.; Choumert A.; Charlin C.; Megelin T.; Brannagan T.H., III; Tsang S.; Wajnsztajn F.; Shije J.; Ulane C.; Kleyman I.; Weimer L.; Cioroiu C.; Kleopa K.; Zamba-Papanicolaou E.; Tada S.; Nagai M.; Ando R.; Yamanishi Y.; Overcash J.S.; Green S.; Waters M.; Coskun D.J.; Manos P.; Zepeda K.A.; O'Riordan W.; Cortese A.; Lozza A.; Merlini G.; Rosti V.; Sabatelli M.; Bisogni G.; Bernardo D.; Luigetti M.; Di Paolantonio A.; Guglielmino V.; Romano A.; Nienhuis H.; Kristen A.V.; Nagel C.; aus dem Siepen F.; Hein S.; Neshige S.; Campistol J.M.; Rodas Marin L.M.; Blasco Pelicano J.M.; Galán Dávila L.; Pytel Cordoba V.H.; Sola A.G.; García Feijoo J.H.; Perez de Isla L.W.; Marques W.J., Jr.; Lavigne Moreira C.M.; Daccach Marques V.M.; Munoz Beamud F.H.; Borrachero C.; López I.A.L.; Sanz M.; Rigo Oliver E.J.; González Moreno J.B.; Gamez Martinez J.M.; Descals C.; Uson M.; Vega F.J.; Figuerola A.; Montala C.; Waddington-Cruz M.; Souza de Abreu A.; Dias da Silva M.; Gervais de Santa Rosa R.M.; Pinto M.V.; Berensztejn A.C.; Felipe Pinto L.; de Andrade Guedes M.M.; Barroso F.; Lautre A.; Orellana L.G.; González-Duarte Briseño M.A.; Cárdenas-Soto K.; Cantú Brito C.G.; Rivera de la Parra D.; Hernandez Reyes J.P.; Saniger Alba M.D.M.; Parman Y.; Sahin E.; Serbest N.G.; Durmus H.; Cakar A.; Karamursel S.; Elitok A.; Sirin Inan N.G.; Altinkurt E.; Allen A.C.; Chaudhry V.; Jarrett R.; Bressler N.; Singh M.; Khoshnoodi M.; Judge D.P.; Lui A.T.; Chung T.H.; Vista G.; Shah S.M.; Hamaguchi H.; Oda T.; Shimomura M.; Scheid C.; Holtick U.; Oh J.; Kim H.J.; Shin H.J.; Choi K.; Misumi Y.; Nomura T.; Tateishi T.; Mauricio E.A.; Dimberg E.; Cooper L.T.; Fonder A.; Hobbs M.; Dyck P.; Gonsalves W.; Leung N.; Witzig T.E.; Hwa L.; Kapoor P.; Kumar S.K.; Lin Y.; Rajkumar V.S.; Dingli D.; Gertz M.A.; Gove L.; Dalia S.; Croy D.; Holding T.; Gorevic P.; Chao C.-C.; Lee M.-J.; Su J.-J.; Hsieh S.-T.; Tsai L.-K.; Yeh S.-J.; Yang C.-C.; Lin C.-W.; Ajroud-Driss S.; Sufit R.; Li J.-M.; Freimer M.; LoRusso S.; Aso Y.; Kim B.-J.; Kim J.; Lee G.Y.; Cho E.B.; Jeon E.-S.; Min J.-H.; Seok J.M.; Lee H.L.; Park J.H.; Sekijima Y.; Kato N.; Kishida D.; Hineno A.; Kodaira M.; Yoshinaga T.; Takasone K.; Miyahara T.; Takahashi Y.; Imai A.; Matsumoto K.; Lin K.-P.; Lee Y.-C.; Pilebro B.; Suhr O.; Anan I.; Nordh E.; Pedrosa-Domellöf F.; Chermenina M.; Nygren A.; Tournev I.; Zhelyazkova-Glaveeva S.; Cherneva Z.; Sarafov S.; Chamova T.; Cherninkova-Gopina S.; Schmidt H.H.; Vorona E.; Huesing-Kabar A.; Schilling M.; Kabar I.; Tepasse P.-R.; Gillmore J.D.; Martinez-Naharro A.; Chacko L.; Law S.; Rezk T.; Lachmann H.J.; Quan D.; Dixon S.; Fridman V.; Low S.C.; Goh K.J.; Mezei M.M.; Jack K.; Wade N.K.; Lopate G.; Geisler S.; Sommerville R.B.; Florence J.; Stewart G.; Taylor M.; Suan D.",Five-Year Results With Patisiran for Hereditary Transthyretin Amyloidosis With Polyneuropathy: A Randomized Clinical Trial With Open-Label Extension,2025,JAMA Neurology,10.1001/jamaneurol.2024.4631,"Importance: There is a lack of long-term efficacy and safety data on hereditary transthyretin amyloidosis with polyneuropathy (hATTR-PN) and on RNA interference (RNAi) therapeutics in general. This study presents the longest-term data to date on patisiran for hATTR-PN. Objective: To present the long-term efficacy and safety of patisiran in adults with hATTR-PN. Design, Setting, and Participants: This global open-label extension (OLE) of the APOLLO randomized clinical trial and phase 2 OLE study enrolled patients from 43 hospitals or clinical centers across 19 countries between July 2015 and August 2017, with follow-up until November 2022. Of 212 eligible patients with hATTR who completed the phase 3 APOLLO or phase 2 OLE parent studies, 211 enrolled in and 138 completed the global OLE. Intervention: Patisiran, 0.3 mg/kg, intravenously once every 3 weeks for up to 5 years. Main Outcomes and Measures: Outcomes evaluated at year 5 of the global OLE included disability (polyneuropathy disability [PND] score); polyneuropathy severity (Neuropathy Impairment Score [NIS]), nutritional status (modified body mass index [mBMI]), quality of life (Norfolk Quality of Life-Diabetic Neuropathy [Norfolk QOL-DN]), and Rasch-Built Overall Disability Scale (R-ODS), with no statistical hierarchy. Safety, survival probability, and mortality were also assessed. Results: At the global OLE baseline, the mean (SD) age was 61.3 (12.3) years, and 156 patients (73.9%) were male. In 138 patients completing the study, PND scores remained stable or improved in 89 patients (65.0%), NISs showed a mean (SD) change of 10.9 (14.7), and mean (SD) mBMI (calculated as weight in kilograms divided by height in meters squared times serum albumin in grams per liter) increased by 46.4 (120.7) over 5 years from baseline. Norfolk QOL-DN and R-ODS scores showed mean (SD) changes of 4.1 (16.7) and -3.7 (6.2), respectively. Adverse events (AEs) leading to study withdrawal occurred in 47 patients (22.3%). Infusion-related reactions were the most common treatment-related AE (n = 34 [16.1%]). Overall, 41 patients (19.4%) died during the study. Patisiran treatment in the parent study and low familial amyloid polyneuropathy score at parent study baseline were associated with significantly improved survival. Conclusions and Relevance: In the longest study of an RNAi therapeutic for any disease, patisiran treatment resulted in modest changes for patients with hATTR-PN with an acceptable safety profile. These results highlight the importance of initiating early treatment for hATTR and the potential of RNAi therapeutics in medicine.  Copyright © 2025 Adams D et al.",,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85216938826,[WARNING:NoKeywords]
Sun C.; Hirata Y.; Kawahara T.; Kawashima M.; Sato M.; Nakajima J.; Anraku M.,Diagnosis of Respiratory Sarcopenia for Stratifying Postoperative Risk in Non-Small Cell Lung Cancer,2025,JAMA Surgery,10.1001/jamasurg.2024.4800,"IMPORTANCE Physical biomarkers for stratifying patients with lung cancer into subtypes suggestive of outcomes are underexplored. OBJECTIVE To investigate the clinical utility of respiratory sarcopenia for optimizing postoperative risk stratification in patients with non-small cell lung cancer (NSCLC). DESIGN, SETTING, AND PARTICIPANTS This retrospective cohort study reviewed consecutive patients undergoing lobectomy and mediastinal lymph node dissection for NSCLC at 2 institutions in Tokyo, Japan, between 2009 and 2018. Eligible patients underwent electronic computed tomography image analysis. Follow-up began at the date of surgery and continued until death, the last contact, or March 2022. Data analysis was performed from April 2022 to March 2023. MAIN OUTCOMES AND MEASURES Respiratory sarcopenia was identified by poor respiratory strength (peak expiratory flow rate) and was confirmed by a low pectoralis muscle index (PMI; pectoralis muscle area/body mass index). Patients with poor peak expiratory flow rate but normal PMI received a diagnosis of pre-respiratory sarcopenia. Short-term and long-term postoperative outcomes were compared among patients with a normal status, pre-respiratory sarcopenia, and respiratory sarcopenia. Group differences were analyzed using the Kruskal-Wallis test and Pearson χ2 test for continuous and categorical data, respectively. Survival differences were compared using the log-rank test. Univariable and multivariable analyses were conducted using the Cox proportional hazards model. RESULTS Of a total of 1016 patients, 806 (497 men [61.7%]; median [IQR] age, 69 [64-76] years) were eligible for electronic computed tomography image analysis. The median (IQR) duration of follow-up for survival was 5.2 (3.6-6.4) years. Respiratory strength was more closely correlated with PMI than pectoralis muscle radiodensity (Pearson r2, 0.58 vs 0.29). Respiratory strength and PMI declined with aging simultaneously (both P for trend < .001). Pre-respiratory sarcopenia was present in 177 patients (22.0%), and respiratory sarcopenia was present in 130 patients (16.1%). The risk of postoperative complications escalated from 82 patients (16.4%) with normal status to 39 patients (22.0%) with pre-respiratory sarcopenia to 39 patients (30.0%) with respiratory sarcopenia (P for trend < .001), as did the risk of delayed recovery after surgery (P for trend < .001). Compared with patients with normal status or pre-respiratory sarcopenia, patients with respiratory sarcopenia exhibited worse 5-year overall survival (438 patients [87.2%] vs 133 patients [72.9%] vs 85 patients [62.5%]; P for trend < .001). Multivariable analysis identified respiratory sarcopenia as a factor independently associated with increased risk of mortality (hazard ratio, 1.83; 95% CI, 1.15-2.89; P = .01) after adjustment for sex, age, smoking status, performance status, chronic heart disease, forced expiratory volume in 1 second, diffusing capacity for carbon monoxide, C-reactive protein, albumin, carcinoembryonic antigen, histology, and pathologic stage. CONCLUSIONS AND RELEVANCE This study identified individuals at higher risk of poor outcomes by screening and staging respiratory sarcopenia. The early diagnosis of respiratory sarcopenia could optimize management strategies and facilitate longitudinal care in patients with NSCLC. © 2024 Sun C et al. JAMA Surgery.",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85215146027,[WARNING:NoKeywords]
Ostrominski J.W.; Wagholikar K.B.; Olsson K.; Unlu O.; Zelle D.; Kumar S.; Smith A.M.; Toliver J.C.; Michalak W.; Fabricatore A.; Hartaigh B.Ó.; Baer H.J.; Cannon C.P.; Apovian C.M.; Fisher N.D.L.; Plutzky J.; Scirica B.M.; Blood A.J.,Contemporary treatment patterns of overweight and obesity: insights from the Mass General Brigham health care system,2025,Obesity,10.1002/oby.24186,"Objective: The objective of this study was to describe the prevalence of obesity, obesity-related conditions (ORCs), and antiobesity medication (AOM) eligibility and prescribing practice among eligible patients in a large health care system. Methods: In this cross-sectional analysis of the multicenter Mass General Brigham health care system (Boston, Massachusetts) spanning 2018 to 2022, adults eligible for AOMs (BMI ≥ 30 kg/m2 or BMI 27–29.9 kg/m2 with ≥1 ORC) were identified. Among those AOM-eligible, the prevalence of prescriptions for AOMs approved for long-term weight management was evaluated. Results: Of 2,469,474 adults (mean [SD], age 53 [19] years; 57% female; BMI 28.1 [6.3] kg/m2), a total of 1,110,251 (45.0%) were eligible for AOMs. Of these, 69.4% (31.2% of overall cohort) had BMI ≥ 30 kg/m2. AOM prescription was observed in 15,214 (1.4%) of all eligible patients, with female sex, younger age, higher BMI, commercial insurance, and greater ORC burden associated with higher prevalence of AOM prescriptions. Musculoskeletal disorders (54%) were the most common ORCs, with ≥2 ORCs observed in 62% of patients. Liraglutide 3.0 mg and semaglutide 2.4 mg were the most frequently prescribed AOMs (58% and 34% of all AOMs, respectively). Conclusions: Although nearly one-half of all patients in a large health care system were AOM-eligible by guidelines and regulatory labeling, only 1% of those who were eligible were prescribed AOMs. © 2024 The Author(s). Obesity published by Wiley Periodicals LLC on behalf of The Obesity Society.",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85212420038,[WARNING:NoKeywords]
Zhu Y.; Liu K.; Guo J.; Wang Y.; Yang J.; Su Y.,Associations between coexposure to bisphenols mixture and metabolic diseases: based on three statistical models,2025,Obesity,10.1002/oby.24327,"Introduction: Bisphenol A (BPA) and its substitutes are common environmental endocrine disruptors. We investigated whether coexposure to BPA and its substitutes are associated with metabolic diseases (MDs), the related indicators, and their multimorbidity. Methods: The study included 1409 participants from the National Health and Nutrition Examination Survey (NHANES). Generalized linear regression, Bayesian kernel machine regression, and the weighted quantile sum (WQS) models were used to study the associations between bisphenol concentrations and comprehensive MDs, including their multimorbidity. Results: In the logistic regression model, BPA and bisphenol F were each independently associated with obesity, whereas BPA and bisphenol S (BPS) were each independently associated with multimorbidity. In the Bayesian kernel machine regression analysis, the joint effects of the three chemicals were positively associated with hypertension and obesity, with BPS generating the highest posterior inclusion probability. In the WQS regression analysis, the WQS index demonstrated significant associations with obesity and hypertension, with BPS the highest contributor to both of them. Conclusions: Three statistical methods confirmed that BPA and its substitutes were associated with specific MDs. Our findings indicate that coexposure to bisphenols significantly increases the risk of obesity and hypertension. © 2025 The Obesity Society.",,Final,,Scopus,2-s2.0-105010101035,[WARNING:NoKeywords]
Said M.M.; Schippers J.R.; Atmowihardjo L.; Li Y.; van der Plas M.S.; Bogaard H.J.; Bos L.D.J.; Mathôt R.A.A.; Aman J.; Swart E.L.; Bartelink I.H.,Disease–Drug–Drug Interaction of Imatinib in COVID-19 ARDS: A Pooled Population Pharmacokinetic Analysis,2025,CPT: Pharmacometrics and Systems Pharmacology,10.1002/psp4.13299,"Prior pharmacokinetic (PK) analysis revealed that increased alpha-1-acid glycoprotein (AAG) levels are associated with decreased imatinib unbound fraction in coronavirus disease 2019 (COVID-19) patients. This study aimed to investigate the PK of total and unbound concentrations of imatinib and the metabolite N-desmethyl imatinib in hospitalized patients with different severities of COVID-19, and to assess the impact of critical illness and the potential drug–drug interaction with IL-6R inhibitors on imatinib exposure. Imatinib, N-desmethyl imatinib, and AAG were quantified from collected plasma samples. The PK data was further combined with previous data from COVID-19 patients and chronic myelogenous leukemia/gastrointestinal stromal tumor (CML/GIST) patients who received imatinib. A population PK analysis was conducted using a standard sequential approach. Unbound fraction in COVID-19 patients admitted to the intensive care unit (ICU) and treated with IL-6R inhibitors was significantly elevated compared to CML/GIST patients (4.66% vs. 3.54% [1.08%–8.51%]; p < 0.001), despite twofold increased AAG levels. Our findings on total and unbound concentration show that cotreatment with IL-6R inhibitor can lead to changes in metabolism and protein binding, suggesting similar implications for other highly protein bound drugs. Consequently, total concentrations may not accurately reflect unbound target site concentrations. © 2025 The Author(s). CPT: Pharmacometrics & Systems Pharmacology published by Wiley Periodicals LLC on behalf of American Society for Clinical Pharmacology and Therapeutics.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85218709388,[WARNING:NoKeywords]
de Araújo R.A.; da Luz F.A.C.; da Costa Marinho E.; Nascimento C.P.; da Silva A.C.A.L.; dos Reis Monteiro M.L.G.; Silva M.J.B.,Circulating chemokines and leukocytes and their impact on breast cancer prognosis,2025,Discover Oncology,10.1007/s12672-025-02881-w,"Introduction: Tumor staging (TNM) and immunohistochemistry (IHC) are established predictors of breast cancer (BC) prognosis, but there are modulations by the tumor microenvironment and serum factors. This study aims to evaluate circulating chemokines, cytokines and leukocytes in the blood of patients with BC. Methods: A prospective study involving 200 women with infiltrative breast carcinoma was conducted. Patients were stratified by TNM stage and IHC subtype for survival analysis and correlations with the Neutrophil-to-Lymphocyte Ratio (NLR) and the expression of 13 chemokines and 3 cytokines. Results: Survival was significantly higher in women with early-stage tumors (I/II) and in Luminal A and HER2 + subtypes. No significant differences in NLR were observed across TNM stages or IH subtypes. Among the 172 non-metastatic patients, those with NLR > 2 had shorter disease-free survival (DFS) (multivariate analysis). In the Luminal B subgroup, patients with NLR > 2 exhibited worse progression-free survival (PFS) (multivariate analysis), while in the triple-negative (TN) subgroup NLR > 3 was associated with poorer overall survival (OS) (univariate analysis). NLR was prognostic during follow-up, with lower OS observed in patients with NLR > 3 at 12 months post-diagnosis. Significant correlations were identified among 8 CC/CXC chemokines. Furthermore, leukocyte count was significantly correlated with IL-6, RANTES/CCL5, and GRO-Alpha/CXCL1; lymphocytes with MCP1/CCL2; and monocytes with IP10/CXCL10. NLR was significantly correlated with RANTES/CCL5. Conclusion: Risk stratification in BC patients is grounded in tumor staging and immunohistochemistry. However, systemic inflammatory responses, including cytokine- and chemokine-mediated signaling of neutrophils and lymphocytes, play a critical role in modulating prognosis. © The Author(s) 2025.",,Final,,Scopus,2-s2.0-105007668139,[WARNING:NoKeywords]
Hardy T.; Liang S.; Tedeschi P.; Lin E.; Brinton E.A.; Davidson M.H.,Impact of Batoclimab Treatment on LDL-C with and Without Coadministration of Atorvastatin: Results from a Phase I Randomized Study in Healthy Participants,2025,Drug Safety,10.1007/s40264-025-01549-2,"Introduction: Batoclimab is an anti-neonatal fragment crystallizable receptor monoclonal antibody in clinical development for the treatment of autoimmune diseases. In phase II trials, batoclimab resulted in dose-dependent reductions in pathogenic immunoglobulin G autoantibodies; however, dose-related increases in low-density lipoprotein cholesterol and other lipids were observed. Objective: This study examined the relationship between batoclimab treatment and lipid levels, and whether increases in low-density lipoprotein cholesterol could be mitigated by coadministration with atorvastatin, a widely used cholesterol-lowering agent. Methods: In this phase I, randomized, fixed-sequence, single-blind trial, 70 healthy participants received subcutaneous injections of batoclimab at various doses or placebo for 6 weeks. Open-label oral atorvastatin was coadministered in a subset of participants receiving batoclimab 340 mg or 680 mg weekly, starting 14 days before the first dose of the study drug, and continuing through the 6-week treatment period and 8-week safety follow-up. Key endpoints included changes in lipid parameters and atorvastatin pharmacokinetics. Results: Dose-dependent increases in total cholesterol and low-density lipoprotein cholesterol were observed with batoclimab doses ≥ 255 mg weekly, comparable to previous observations, whereas coadministration of atorvastatin 10 mg or 40 mg daily mitigated these changes. Batoclimab had little effect on atorvastatin pharmacokinetics. Dose-dependent decreases in serum albumin up to 37% were observed with batoclimab doses ≥ 255 mg weekly, returning to near-baseline levels 4 weeks after stopping batoclimab. As expected, coadministration of atorvastatin did not meaningfully impact the albumin level. The majority of adverse events were mild in severity. Conclusions: Atorvastatin can mitigate clinically significant increases in low-density lipoprotein cholesterol that may occur with batoclimab treatment. © The Author(s) 2025.",,Final,,Scopus,2-s2.0-105003566691,[WARNING:NoKeywords]
Gomez N.A.; Blumel D.; Dueñas D.; Young B.; Hazel M.; Yu M.,Influence of experimental conditions on the adsorption of disease biomarker proteins to InP/ZnS quantum dots,2025,Analytical Biochemistry,10.1016/j.ab.2025.115903,"The spontaneous formation of quantum dot (QD)-protein assemblies in the physiological environment exhibits challenges or benefits for nanomedicine applications. In this study, we investigated the QD-protein assemblies spontaneously formed with the greener water soluble InP/ZnS–COOH QDs and isolated disease biomarker proteins under various environmental conditions, including QDs size, solution pH, incubation time, ionic strength, different salts, as well as the lowest concentrations of the proteins that started the formation of detectable assemblies. It was shown that higher ionic strength or valence charge disrupted the assembly's formation. The basic pH 8.5 facilitated the formation to a greater extent than the pH 7.4 did. The heat shock protein 90-alpha (HSP90α) adsorbed on QDs surface more readily than cytochrome C (CytoC) and lysozyme (Lyz) in the basic environment. Among the three-sized QDs compared, the medium-sized QDs were the most effective in promoting the assemblies' formation. The detectable assemblies started at as low as 0.4 ng/mL of CytoC, 1.0 ng/mL of HSP90α, or 1.8 ng/mL of Lyz, respectively. The findings add insights into how the biomarker proteins interacted with the QDs under different environmental conditions, which promotes the understanding of QD-protein assemblies' collaborative behaviors when they facilitate bioimaging and biomedicine applications. © 2025 Elsevier Inc.",,Final,,Scopus,2-s2.0-105005070167,[WARNING:NoKeywords]
